timestamp,temperature 
"2020-10-12",20.1044
"2020-10-13",20.7022
"2020-10-14",19.3775
"2020-10-15",20.1433
"2020-10-16",19.1848
"2020-10-17",19.5028
"2020-10-18",19.0728
"2020-10-19",18.8315
"2020-10-20",19.0149
"2020-10-21",19.7045
"2020-10-22",19.2104
"2020-10-23",19.7197
"2020-10-24",20.0997
"2020-10-25",18.3583
"2020-10-26",16.4309
"2020-10-27",17.1157
"2020-10-28",17.4058
"2020-10-29",17.3999
"2020-10-30",16.7046
"2020-10-31",17.2399
"2020-11-01",18.0302
"2020-11-02",18.2773
"2020-11-03",17.9986
"2020-11-04",18.2604
"2020-11-05",17.7972
"2020-11-06",18.0634
"2020-11-07",18.7018
"2020-11-08",18.7542
"2020-11-09",18.0311
"2020-11-10",18.5632
"2020-11-11",17.4562
"2020-11-12",18.6768
"2020-11-13",18.2957
"2020-11-14",17.8413
"2020-11-15",18.5819
"2020-11-16",18.4833
"2020-11-17",18.7207
"2020-11-18",19.1955
"2020-11-19",19.2561
"2020-11-20",19.1133
"2020-11-21",19.3061
"2020-11-22",19.2048
"2020-11-23",19.5935
"2020-11-24",19.6789
"2020-11-25",19.7948
"2020-11-26",19.6464
"2020-11-27",18.9457
"2020-11-28",17.2819
"2020-11-29",16.7793
"2020-11-30",19.0296
"2020-12-01",19.114
"2020-12-02",19.0376
"2020-12-03",18.6498
"2020-12-04",18.316
"2020-12-05",19.2974
"2020-12-06",18.8888
"2020-12-07",19.37
"2020-12-08",19.0831
"2020-12-09",18.4883
"2020-12-10",19.0187
"2020-12-11",19.0312
"2020-12-12",19.2814
"2020-12-13",18.7699
"2020-12-14",19.006
"2020-12-15",19.2862
"2020-12-16",19.2594
