timestamp,P1,P2,humidity,precipitation,temperature ,wind speed
2018-11-22,14.27,7.3,66.275,0.0,17.8618,2.4971
2018-11-23,15.03,7.91,64.35,0.0,18.0773,2.7833
2018-11-24,16.435,8.7,70.16666666666667,0.0,18.4948,3.3984
2018-11-25,9.47,5.808981170654296,81.5,10.651,17.6614,2.9093
2018-11-26,9.169999999999998,5.67,85.65,8.914,17.8765,2.3303
2018-11-27,10.1,5.82,80.75,6.716,18.605,2.6223
2018-11-28,11.375,6.776666666666667,81.05,4.613,18.0884,2.7998
2018-11-29,14.38,9.18574508666992,86.0,0.0,17.4759,3.0386
2018-11-30,12.831666666666667,7.475,72.6,0.0,17.9927,3.9714
2018-12-01,14.335833333333333,7.791666666666666,81.6287109375,0.0,17.2804,2.9817
2018-12-02,8.13,4.82,81.2,0.0,17.6414,1.9963
2018-12-03,9.529060287475584,5.553333333333333,81.55,0.0,18.4028,2.4718
2018-12-04,10.4,6.5,81.0,1.659,18.3558,2.4924
2018-12-05,13.4,8.6,79.0,0.0,18.3566,2.5702
2018-12-06,15.049999999999999,9.68,73.0,0.0,18.7677,2.1438
2018-12-07,14.674015388488769,8.9,76.1,6.096,18.9395,2.5028
2018-12-08,9.67,6.53,81.03333333333333,1.521,18.4536,2.361
2018-12-09,11.82,7.85,75.7,0.0,18.7949,2.033
2018-12-10,14.107500000000002,9.031146011352538,84.6,42.233,17.8124,0.3466
2018-12-11,6.63,3.85,88.75,34.635,16.6406,1.0411
2018-12-12,15.5,8.643333333333334,79.64940795898437,8.42,18.3051,1.3822
2018-12-13,12.43,6.8312593460083,86.0,25.714,18.0839,2.0703
2018-12-14,7.565,4.2,82.1,27.14,17.9086,2.344
2018-12-15,11.98,6.845000000000001,84.10000000000001,14.443,17.6642,2.2785
2018-12-16,11.876666666666669,6.37,73.9,0.0,18.5441,2.0053
2018-12-17,15.63,7.45,75.5,0.0,18.552,2.273
2018-12-18,18.37,9.55,75.35499999999999,0.0,19.1351,1.8163
2018-12-19,17.697499999999998,10.055,80.98309224446615,0.0,18.5924,1.6858
2018-12-20,17.2,8.6,71.0,0.0,18.1224,1.9972
2018-12-21,15.0,7.171595001220701,69.9,0.916,18.7894,2.3865
2018-12-22,14.3975,6.988490447998045,71.1,0.706,18.7984,2.307
2018-12-23,13.32,6.072967681884764,76.59993489583333,1.225,18.8159,2.7419
2018-12-24,14.015,5.9,69.95,0.223,18.5793,2.9654
2018-12-25,11.8,5.7,72.698974609375,0.166,18.2451,2.9404
2018-12-26,14.065000000000001,6.958894933064778,69.9,0.0,18.3647,3.039
2018-12-27,12.575,6.1875,73.5999267578125,0.0,18.141,3.0508
2018-12-28,8.665000000000001,4.486061553955077,68.75,0.0,18.8224,2.269
2018-12-29,7.784122823079427,3.95,68.24983215332031,0.0,18.4351,2.2634
2018-12-30,7.1,3.7368462626139323,74.9,0.0,18.8489,2.7536
2018-12-31,8.565,5.155,78.98299763997396,0.0,18.1293,3.004
2019-01-01,8.575396575927732,4.9,66.86666666666666,0.0,18.6567,2.5082
2019-01-02,9.796093597412106,4.748627319335937,57.6,0.0,19.8526,2.7397
2019-01-03,10.9,4.882788085937499,71.05,0.0,19.3502,3.2216
2019-01-04,7.55,4.68,88.5,3.71,17.7598,2.8931
2019-01-05,11.73,6.638646011352538,84.5,0.0,17.7759,3.1925
2019-01-06,11.623333333333333,7.01,76.25,0.0,19.0634,2.6907
2019-01-07,13.995000000000001,7.406824340820312,67.54973449707032,0.0,19.6576,2.5604
2019-01-08,12.840971755981442,6.6,66.49933471679688,0.618,19.088,2.566
2019-01-09,9.849923553466796,4.6850000000000005,60.8,0.0,20.4571,3.3223
2019-01-10,10.665,5.047254638671874,65.65,0.0,19.9461,2.8892
2019-01-11,12.98,5.8,67.0,0.0,19.9396,3.4663
2019-01-12,14.23,6.17,57.85,0.0,19.3256,3.421
2019-01-13,10.335,5.15,54.64153238932292,0.0,19.5128,3.3384
2019-01-14,14.275961074829102,6.43,64.7375,0.187,19.4651,2.6867
2019-01-15,15.23,6.515000000000001,70.59951171875,3.85,18.8298,1.5433
2019-01-16,16.87,6.9350000000000005,75.73333333333333,5.488,18.6783,1.2521
2019-01-17,18.345,6.53,65.16666666666666,0.0,19.7094,1.8652
